PLZ,Ort,Wohnung_Min,Wohnung_Durchschnitt,Wohnung_Max,Haus_Min,Haus_Durchschnitt,Haus_Max
1376,Goumoens-le-Jux,3589,7096,14681,3502,7013,17312
1377,Oulens-sous-Echallens,3676,7269,15040,3827,7663,18917
1400,Yverdon-les-Bains,4088,8083,16723,3884,7778,19203
1400,Cheseaux-Noréaz,4319,8541,17670,4145,8301,20494
1404,Cuarny,3372,6667,13794,3379,6767,16705
1404,Villars-Epeney,2666,5271,10906,3028,6063,14968
1405,Pomy,3625,7168,14831,3576,7162,17680
1406,Cronay,2907,5748,11892,3347,6703,16548
1407,Donneloye,2821,5578,11541,3001,6010,14837
1407,Gossens,3071,6073,12565,3596,7202,17779
1407,Mézery-près-Donneloye,1765,3489,7219,2930,5868,14486
1407,Bioley-Magnoux,3085,6100,12620,3035,6077,15003
1408,Prahins,2755,5447,11270,2753,5513,13609
1409,Chanéaz,2838,5611,11608,2288,4582,11311
1410,Thierrens,3301,6527,13505,3282,6572,16224
1410,Correvon,3055,6040,12497,2711,5429,13402
1410,Denezy,2571,5083,10516,3214,6437,15890
1410,Prévondavaux,3276,5142,7713,3912,6125,9851
1410,St-Cierges,2873,5680,11751,3525,7059,17426
1412,Valeyres-sous-Ursins,3089,6107,12636,3128,6264,15463
1412,Ursins,3022,5975,12361,3156,6320,15602
1413,Orzens,2747,5432,11239,2764,5536,13666
1415,Molondin,3040,6010,12435,3116,6241,15406
1415,Démoret,2829,5595,11575,3021,6049,14934
1416,Pailly,3033,5996,12406,3891,7792,19237
1417,Essertines-sur-Yverdon,3495,6910,14296,3248,6504,16057
1417,Epautheyres,3531,6982,14445,3831,7672,18939
1418,Vuarrens,3637,7192,14880,3676,7361,18171
1420,Fiez,2934,5802,12003,3292,6592,16274
1421,Fontaines-sur-Grandson,3268,6462,13369,3084,6175,15244
1421,Grandevent,3291,6508,13465,3099,6205,15319
1422,Grandson,3983,7876,16295,3741,7492,18496
1423,Villars-Burquin,3327,6578,13610,3412,6832,16866
1423,Fontanezier,3174,6275,12984,3174,6356,15692
1423,Romairon,3239,6404,13249,3100,6208,15326
1423,Vaugondry,3232,6390,13221,3387,6782,16742
1424,Champagne,3735,7385,15279,3495,6999,17279
1425,Onnens VD,3408,6739,13943,3393,6795,16776
1426,Concise,3765,7445,15404,3489,6986,17246
1426,Corcelles-près-Concise,4026,7960,16469,3484,6976,17223
1427,Bonvillars,3264,6453,13352,3177,6363,15708
1428,Provence,2517,4977,10298,2665,5338,13177
1428,Mutrux,2467,4877,10091,3377,6762,16693
1429,Giez,3215,6358,13154,3480,6968,17203
1430,Orges,3497,6915,14306,3133,6274,15488
1431,Vugelles-La Mothe,3146,6221,12871,2971,5949,14686
1431,Novalles,3296,6517,13483,2958,5923,14623
1432,Belmont-sur-Yverdon,3301,6527,13505,3479,6966,17197
1432,Gressy,3306,6538,13526,3466,6940,17133
1433,Suchy,3389,6701,13865,3112,6232,15386
1434,Ependes VD,3222,6370,13180,3227,6462,15953
1435,Essert-Pittet,3649,7215,14928,3491,6991,17259
1436,Treycovagnes,3282,6489,13427,3754,7517,18559
1436,Chamblon,3148,6225,12880,3882,7774,19193
1437,Suscévaz,3650,7217,14931,3608,7225,17837
1438,Mathod,3536,6991,14464,2750,5506,13594
1439,Rances,2940,5813,12026,3163,6334,15638
1441,Valeyres-sous-Montagny,3566,7051,14588,3469,6946,17147
1442,Montagny-près-Yverdon,3631,7180,14856,3585,7180,17725
1443,Champvent,3496,6913,14303,3131,6269,15477
1443,Essert-sous-Champvent,3412,6747,13959,3298,6603,16302
1443,Villars-sous-Champvent,3066,6063,12543,3292,6591,16272
1445,Vuiteboeuf,3157,6243,12917,2950,5907,14582
1446,Baulmes,2755,5447,11270,2598,5203,12844
1450,Ste-Croix,2132,4216,8724,2392,4790,11825
1450,La Sagne (Ste-Croix),2345,4637,9594,2224,4454,10996
1450,Le Château-de-Ste-Croix,2252,4452,9211,2479,4963,12253
1452,Les Rasses,2168,4287,8869,2872,5751,14197
1453,Bullet,2802,5540,11462,2517,5040,12443
1453,Mauborget,3295,6516,13481,3026,6059,14959
1454,L'Auberson,4055,8315,20074,3323,7710,19607
1454,La Vraconnaz,1292,2556,5287,2141,4287,10584
1462,Yvonand,3439,6799,14067,3708,7425,18330
1463,Rovray,3358,6639,13736,2840,5687,14041
1464,Chavannes-le-Chêne,2656,5251,10864,2761,5529,13649
1464,Chêne-Pâquier,2660,5259,10880,2853,5712,14102
1468,Cheyres,4716,7403,11105,4874,7630,12272
1470,Estavayer-le-Lac,4463,7005,10507,4914,7693,12373
1470,Lully FR,4352,6831,10246,4535,7100,11420
1470,Seiry,4266,6696,10044,4372,6844,11009
1470,Bollion,4313,6770,10155,4323,6768,10886
1473,Font,4216,6618,9927,4714,7379,11869
1473,Châtillon FR,4318,6777,10165,4634,7255,11670
1474,Châbles FR,4829,7580,11370,4716,7382,11874
1475,Autavaux,4101,6437,9656,4448,6964,11201
1475,Forel FR,4093,6424,9636,4085,6395,10286
1475,Montbrelloz,3981,6249,9373,4333,6783,10910
1482,Cugy FR,3939,6183,9275,3909,6119,9842
1483,Montet (Broye),3587,5631,8446,3455,5408,8699
1483,Frasses,3885,6098,9148,4088,6399,10293
1483,Vesin,3544,5562,8343,3943,6173,9929
1484,Aumont,4361,6844,10267,3864,6050,9731
1484,Granges-de-Vesin,4318,6778,10167,4259,6668,10725
1485,Nuvilly,3899,6121,9181,3638,5694,9159
1486,Vuissens,3429,5382,8072,4240,6638,10677
1489,Murist,3548,5568,8353,4051,6341,10200
1509,Vucherens,2869,5672,11736,3487,6982,17237
1510,Moudon,3325,6574,13602,3362,6733,16621
1510,Syens,3331,6587,13628,3212,6433,15881
1512,Chavannes-sur-Moudon,3251,6427,13298,3010,6028,14881
1513,Hermenches,3405,6733,13929,3197,6403,15806
1513,Rossenges,3282,6489,13425,3316,6641,16395
1514,Bussy-sur-Moudon,3364,6651,13761,3287,6583,16252
1515,Villars-le-Comte,2511,4966,10274,3211,6430,15874
1515,Neyruz-sur-Moudon,2658,5256,10874,3184,6376,15740
1521,Curtilles,2984,5901,12208,3353,6714,16576
1522,Lucens,3115,6160,12744,3334,6676,16482
1522,Oulens-sur-Lucens,2738,5413,11200,3405,6819,16835
1523,Granges-près-Marnand,2955,5843,12089,2959,5926,14630
1524,Marnand,2929,5792,11983,2647,5300,13084
1525,Henniez,2924,5782,11963,3130,6267,15472
1525,Seigneux,2885,5704,11802,3094,6196,15297
1526,Forel-sur-Lucens,3102,6133,12688,3110,6228,15376
1526,Cremin,2920,5774,11946,2990,5987,14780
1527,Villeneuve FR,3798,5962,8943,3635,5690,9153
1528,Surpierre,3638,5710,8565,4382,6860,11035
1528,Praratoud,3693,5796,8695,4171,6529,10502
1529,Cheiry,3431,5385,8078,4048,6337,10193
1530,Payerne,3180,6287,13008,3374,6757,16680
1532,Fétigny,4141,6500,9751,4314,6753,10861
1533,Ménières,3837,6023,9034,3735,5848,9405
1534,Sassel,3060,6051,12520,2906,5819,14365
1534,Chapelle (Broye),3687,5787,8680,3872,6062,9751
1535,Combremont-le-Grand,2809,5554,11490,2534,5075,12529
1536,Combremont-le-Petit,2629,5199,10756,2674,5355,13220
1537,Champtauroz,2347,4640,9600,2692,5391,13309
1538,Treytorrens (Payerne),2819,5574,11533,2804,5614,13860
1541,Bussy FR,3680,5776,8665,3991,6248,10049
1541,Morens FR,3890,6106,9160,3922,6140,9875
1541,Sévaz,3992,6266,9399,4329,6776,10900
1542,Rueyres-les-Prés,3899,6120,9181,3975,6224,10010
1543,Grandcour,2650,5240,10841,2894,5794,14305
1544,Gletterens,4068,6386,9579,4378,6854,11024
1545,Chevroux,2845,5625,11638,3790,7590,18739
1551,Vers-chez-Perrin,3410,6742,13949,3025,6057,14954
1552,Trey,3120,6168,12762,2878,5764,14230
1553,Châtonnaye,3535,5548,8322,3790,5934,9544
1554,Sédeilles,2717,5373,11117,2940,5888,14535
1554,Rossens VD,2607,5154,10663,2866,5739,14168
1555,Villarzel,1858,3673,7600,2587,5180,12787
1562,Corcelles-près-Payerne,3040,6011,12436,3272,6553,16177
1563,Dompierre FR,3812,5983,8975,4205,6583,10588
1564,Domdidier,3965,6223,9334,4321,6764,10879
1565,Missy,3093,6116,12653,3152,6312,15582
1565,Vallon,3839,6026,9039,4184,6550,10536
1566,St-Aubin FR,3913,6141,9212,4045,6332,10184
1566,Les Friques,3095,4858,7288,3742,5858,9422
1567,Delley,3642,5716,8575,4149,6496,10448
1568,Portalban,4294,6740,10110,4849,7590,12209
1580,Avenches,3238,6403,13248,3083,6173,15240
1580,Oleyres,3542,7003,14489,3038,6084,15021
1580,Donatyre,3014,5959,12330,2911,5830,14393
1583,Villarepos,3630,5697,8546,4075,6379,10260
1584,Villars-le-Grand,2446,4836,10005,2803,5613,13858
1585,Salavaux,3274,6473,13392,3402,6813,16819
1585,Bellerive VD,3423,6769,14004,3841,7691,18986
1585,Cotterd,3565,7049,14585,3914,7839,19351
1586,Vallamand,3238,6402,13246,3582,7172,17707
1587,Montmagny,3179,6286,13006,2971,5949,14687
1587,Constantine,3312,6549,13550,3249,6507,16064
1588,Cudrefin,3429,6780,14027,3518,7046,17394
1589,Chabrey,2625,5191,10739,3581,7171,17705
1595,Faoug,3462,6846,14164,3552,7113,17561
1595,Clavaleyres,3659,7004,12963,3973,7264,14756
1607,Palézieux,3475,6871,14216,3777,7563,18670
1607,Palézieux-Village,3475,6872,14218,3665,7340,18120
1607,Les Tavernes,3457,6836,14144,3909,7829,19327
1607,Les Thioleyres,3411,6745,13955,4333,8677,21421
1608,Oron-le-Châtel,3335,6594,13643,3557,7124,17587
1608,Bussigny-sur-Oron,2486,4915,10169,3681,7372,18200
1608,Chesalles-sur-Oron,2918,5771,11939,3657,7323,18078
1608,Chapelle (Glâne),4377,6870,10305,4063,6361,10232
1609,St-Martin FR,3607,5662,8493,4468,6995,11251
1609,Besencens,3624,5688,8532,4213,6596,10609
1609,Fiaugères,3763,5906,8859,4153,6502,10458
1610,Oron-la-Ville,3509,6938,14355,3964,7938,19597
1610,Châtillens,3361,6645,13748,3865,7740,19107
1610,Vuibroye,3502,6925,14327,3519,7048,17399
1611,Le Crêt-près-Semsales,4257,6681,10022,3949,6182,9944
1612,Ecoteaux,3213,6353,13145,3574,7156,17667
1613,Maracon,3015,5961,12334,3570,7148,17647
1614,Granges (Veveyse),4742,7444,11165,5002,7831,12596
1615,Bossonnens,4363,6848,10272,4754,7442,11970
1616,Attalens,5143,8072,12109,5012,7846,12620
1617,Remaufens,4730,7425,11137,4740,7421,11936
1617,Tatroz,4422,6942,10412,4749,7434,11958
1618,Châtel-St-Denis,4773,7491,11237,4857,7604,12230
1619,Les Paccots,4597,7216,10824,4934,7724,12423
1623,Semsales,4078,6401,9602,4347,6805,10945
1624,La Verrerie,4384,6881,10322,3885,6081,9781
1624,Grattavache,4339,6811,10217,4322,6766,10882
1624,Progens,4410,6922,10382,4289,6715,10800
1625,Sâles (Gruyère),3872,6078,9117,3824,5986,9628
1625,Maules,4021,6312,9468,3700,5792,9316
1626,Romanens,3910,6137,9205,3902,6109,9826
1626,Rueyres-Treyfayes,4162,6532,9798,3640,5699,9166
1627,Vaulruz,4057,6368,9552,3777,5912,9510
1628,Vuadens,4386,6884,10326,4325,6770,10889
1630,Bulle,4545,7134,10701,4734,7411,11920
1632,Riaz,4781,7504,11256,4568,7151,11502
1633,Marsens,4668,7327,10991,4410,6903,11104
1633,Vuippens,4312,6768,10152,3887,6084,9786
1634,La Roche FR,3823,6001,9001,3965,6206,9983
1635,La Tour-de-Trême,4622,7255,10883,4495,7036,11317
1636,Broc,4046,6350,9525,3969,6213,9994
1637,Charmey (Gruyère),3964,6222,9334,4179,6542,10523
1638,Morlon,4599,7218,10827,5029,7873,12663
1642,Sorens,4450,6984,10476,4205,6582,10587
1643,Gumefens,4433,6957,10436,4199,6573,10573
1644,Avry-devant-Pont,4296,6743,10114,4308,6745,10848
1645,Le Bry,3974,6238,9357,4142,6484,10429
1646,Echarlens,4340,6812,10218,4408,6901,11099
1647,Corbières,3621,5684,8526,4350,6810,10953
1648,Hauteville,3670,5761,8641,4145,6489,10438
1649,Pont-la-Ville,4418,6934,10401,4617,7228,11626
1651,Villarvolard,3623,5686,8529,3760,5886,9468
1652,Botterens,4214,6614,9921,4182,6547,10531
1652,Villarbeney,4264,6693,10039,4450,6967,11206
1653,Crésuz,4327,6792,10188,4495,7036,11317
1653,Châtel-sur-Montsalvens,4506,7073,10609,4469,6997,11254
1654,Cerniat FR,4018,6307,9461,4025,6301,10135
1656,Jaun,3554,5578,8368,3482,5452,8769
1656,Im Fang,3224,5061,7591,3609,5650,9087
1657,Abländschen,5884,11263,20846,3079,5630,11435
1658,Rossinière,4381,8663,17924,3293,6594,16279
1658,La Tine,3639,7196,14888,2355,4716,11642
1659,Rougemont,7294,14422,29838,7517,15053,37162
1659,Flendruz,6236,12331,25512,6659,13335,32922
1660,Château-d'Oex,4055,8315,20074,3323,7710,19607
1660,Les Moulins,4471,8841,18292,3965,7940,19601
1660,L'Etivaz,4055,8315,20074,3323,7710,19607
1660,La Lécherette,2581,5104,10560,3527,7063,17437
1661,Le Pâquier-Montbarry,4413,6927,10390,4176,6537,10514
1663,Gruyères,4463,7005,10507,4052,6344,10204
1663,Pringy,3867,6070,9104,4399,6886,11076
1663,Epagny,4832,7585,11377,3987,6242,10040
1663,Moléson-sur-Gruyères,3361,5275,7912,4278,6698,10773
1665,Estavannens,3742,5873,8810,3910,6120,9844
1666,Grandvillard,3827,6008,9011,3908,6118,9840
1666,Villars-sous-Mont,3751,5888,8832,4133,6471,10408
1667,Enney,3949,6198,9298,4255,6661,10715
1669,Albeuve,3335,5235,7852,3455,5408,8699
1669,Lessoc,3418,5365,8047,3534,5532,8898
1669,Les Sciernes-d'Albeuve,4055,8315,20074,3323,7710,19607
1669,Neirivue,3378,5303,7954,3410,5339,8587
1669,Montbovon,5558,8724,13085,3269,5117,8231
1670,Ursy,4158,6526,9789,4340,6795,10929
1670,Bionnens,4173,6549,9824,4033,6314,10155
1670,Esmonts,4257,6682,10022,4032,6312,10152
1673,Promasens,4393,6895,10343,4445,6958,11191
1673,Gillarens,4375,6867,10301,4244,6644,10687
1673,Auboranges,4603,7225,10837,4401,6889,11081
1673,Ecublens FR,4139,6497,9745,4097,6414,10317
1673,Rue,4064,6380,9569,4501,7047,11334
1674,Vuarmarens,3920,6153,9229,3831,5997,9647
1674,Montet (Glâne),4009,6293,9440,4318,6760,10873
1674,Morlens,4868,7641,11462,4121,6452,10378
1675,Vauderens,4423,6943,10414,3753,5875,9449
1675,Blessens,4348,6825,10238,4108,6431,10344
1675,Mossel,4262,6689,10033,3903,6110,9828
1676,Chavannes-les-Forts,3742,5873,8810,3719,5822,9365
1677,Prez-vers-Siviriez,3859,6057,9085,4346,6803,10942
1678,Siviriez,3863,6063,9095,3867,6053,9736
1679,Villaraboud,3824,6003,9004,3793,5938,9551
1680,Romont FR,4069,6386,9579,4070,6372,10248
1680,Berlens,4361,6845,10268,3894,6096,9806
1681,Billens,4063,6378,9567,3838,6008,9664
1681,Hennens,3888,6103,9155,3881,6075,9771
1682,Prévonloup,2839,5613,11613,3040,6088,15031
1682,Lovatens,2928,5789,11976,2451,4908,12116
1682,Dompierre VD,2767,5471,11320,3245,6498,16042
1682,Villars-Bramard,2528,4998,10340,3157,6322,15608
1682,Cerniaz VD,2558,5058,10464,3392,6792,16769
1683,Brenles,3145,6219,12867,2518,5043,12450
1683,Chesalles-sur-Moudon,3177,6281,12995,2786,5580,13775
1683,Sarzens,3122,6172,12770,2887,5781,14273
1684,Mézières FR,4139,6497,9745,4113,6439,10357
1685,Villariaz,4018,6307,9461,4054,6346,10207
1686,Grangettes-près-Romont,3903,6127,9190,3820,5980,9618
1686,La Neirigue,4047,6353,9529,3506,5489,8829
1687,Vuisternens-devant-Romont,4062,6376,9564,3924,6143,9881
1687,La Magne,4062,6375,9563,4295,6723,10814
1687,Estévenens,3945,6192,9288,3693,5781,9298
1688,Sommentier,3583,5624,8436,3822,5984,9625
1688,Lieffrens,3672,5764,8646,3618,5664,9110
1689,Le Châtelard-près-Romont,3789,5947,8920,3773,5907,9501
1690,Villaz-St-Pierre,3917,6148,9222,4132,6469,10405
1690,Lussy FR,4190,6577,9866,3920,6137,9871
1691,Villarimboud,3473,5451,8177,3744,5861,9427
1692,Massonnens,3764,5908,8861,3760,5887,9468
1694,Villarsiviriaux,3568,5600,8400,4046,6333,10187
1694,Villargiroud,3492,5481,8221,3983,6235,10028
1694,Orsonnens,3675,5768,8652,3807,5959,9585
1694,Chavannes-sous-Orsonnens,4018,6307,9461,4053,6344,10204
1695,Villarlod,3621,5683,8525,4131,6467,10402
1695,Rueyres-St-Laurent,3701,5810,8715,3749,5869,9440
1695,Estavayer-le-Gibloux,3958,6213,9319,3997,6257,10063
1695,Villarsel-le-Gibloux,3652,5732,8598,3826,5989,9633
1696,Vuisternens-en-Ogoz,3704,5815,8722,3787,5928,9535
1697,La Joux FR,4199,6592,9887,3903,6109,9827
1697,Les Ecasseys,4042,6344,9516,3261,5105,8212
1699,Porsel,3999,6277,9415,4333,6783,10910
1699,Pont (Veveyse),3622,5685,8527,3850,6027,9694
1699,Bouloz,4180,6561,9841,4206,6585,10592
1700,Fribourg,4055,8315,20074,3323,7710,19607
1712,Tafers,3864,6065,9097,4128,6462,10394
1713,St. Antoni,3652,5732,8599,3966,6209,9986
1714,Heitenried,3202,5026,7539,3675,5753,9253
1715,Alterswil FR,3635,5706,8559,3713,5813,9349
1716,Plaffeien,3586,5629,8443,3502,5483,8819
1716,Oberschrot,3518,5522,8283,3349,5243,8433
1716,Schwarzsee,3084,4840,7261,3336,5222,8399
1717,St. Ursen,3559,5587,8380,3749,5869,9440
1718,Rechthalten,3703,5812,8718,3571,5590,8992
1719,Brünisried,3446,5408,8112,3706,5801,9330
1719,Zumholz,3559,5587,8380,3772,5905,9497
1720,Corminboeuf,4587,7199,10799,4711,7375,11862
1720,Chésopelloz,4543,7131,10696,4521,7077,11384
1721,Misery,4354,6835,10252,3799,5948,9566
1721,Cormérod,3674,5767,8651,4093,6407,10306
1721,Courtion,4385,6882,10323,3871,6060,9746
1721,Cournillens,3791,5951,8926,4128,6463,10395
1722,Bourguillon,4788,7516,11274,5044,7896,12701
1723,Marly,4400,6906,10360,4484,7020,11291
1723,Villarsel-sur-Marly,4261,6689,10033,4316,6756,10867
1723,Pierrafortscha,4452,6988,10482,4432,6937,11159
1724,Le Mouret,3890,6106,9160,3957,6194,9963
1724,Essert FR,3793,5953,8930,4096,6411,10312
1724,Ferpicloz,3836,6021,9032,3895,6098,9808
1724,Montévraz,3698,5804,8706,3824,5987,9630
1724,Oberried FR,3733,5860,8790,3834,6002,9654
1724,Senèdes,3966,6225,9337,3638,5695,9160
1724,Zénauva,3670,5761,8641,3545,5549,8926
1724,Bonnefontaine,3543,5562,8343,4210,6590,10600
1725,Posieux,4609,7235,10852,4288,6712,10796
1726,Farvagny-le-Grand,3960,6216,9323,4115,6442,10361
1726,Farvagny-le-Petit,4188,6574,9860,4244,6644,10686
1726,Grenilles,4132,6486,9729,4142,6484,10429
1726,Posat,4112,6454,9681,4535,7099,11419
1727,Corpataux,4190,6576,9864,4059,6355,10221
1727,Magnedens,3994,6270,9405,3765,5894,9480
1728,Rossens FR,4042,6345,9517,4099,6416,10320
1730,Ecuvillens,4355,6835,10253,3955,6192,9959
1731,Ependes FR,3881,6091,9137,3981,6232,10023
1732,Arconciel,3898,6119,9179,4063,6361,10231
1733,Treyvaux,4076,6398,9598,3962,6202,9975
1734,Tentlingen,3852,6046,9070,3729,5837,9389
1735,Giffers,3581,5621,8431,3752,5873,9447
1736,St. Silvester,3488,5475,8212,3828,5993,9639
1737,Plasselb,2796,4388,6583,3170,4963,7982
1738,Sangernboden,2508,4801,8886,2892,5289,10743
1740,Neyruz FR,4648,7296,10944,4509,7059,11354
1741,Cottens FR,4101,6437,9656,4181,6545,10528
1742,Autigny,4109,6450,9675,4196,6568,10565
1744,Chénens,4051,6359,9538,3896,6100,9811
1745,Lentigny,3863,6063,9095,3922,6140,9876
1746,Prez-vers-Noréaz,3949,6199,9299,4052,6343,10202
1747,Corserey,3946,6194,9291,4027,6304,10140
1748,Torny-le-Grand,3497,5490,8234,4025,6300,10134
1749,Middes,3450,5415,8123,4128,6462,10393
1752,Villars-sur-Glâne,4952,7773,11660,4994,7818,12574
1753,Matran,4895,7683,11524,4591,7186,11559
1754,Corjolens,3500,5493,8240,4872,7627,12268
1754,Avry-sur-Matran,4380,6875,10313,4605,7209,11595
1756,Onnens FR,3458,5428,8143,4225,6615,10639
1756,Lovens,3713,5829,8743,4104,6425,10334
1757,Noréaz,3485,5471,8206,4071,6373,10251
1762,Givisiez,4344,6819,10228,4289,6714,10799
1763,Granges-Paccot,4501,7065,10597,4691,7343,11811
1772,Grolley,3899,6120,9180,3927,6148,9888
1772,Nierlet-les-Bois,3811,5982,8974,3942,6172,9927
1772,Ponthaux,3579,5617,8426,3657,5725,9209
1773,Léchelles,3643,5718,8576,3756,5880,9457
1773,Chandon,3694,5798,8697,3928,6149,9890
1773,Russy,3284,5155,7733,3906,6114,9834
1774,Cousset,3882,6093,9140,3884,6080,9779
1774,Montagny-les-Monts,3711,5825,8737,3923,6142,9879
1775,Mannens,4078,6401,9601,4004,6267,10081
1775,Grandsivaz,4000,6279,9418,4332,6782,10908
1776,Montagny-la-Ville,3647,5725,8588,3800,5948,9567
1782,Belfaux,4308,6762,10144,4116,6444,10365
1782,Autafond,4564,7164,10745,4373,6845,11010
1782,Lossy,4444,6975,10463,4316,6757,10868
1782,La Corbaz,4692,7365,11047,4318,6760,10873
1782,Cormagens,4509,7077,10616,4109,6432,10346
1782,Formangueires,4330,6796,10194,4113,6439,10356
1783,Pensier,4554,7148,10722,4203,6580,10584
1783,Barberêche,3844,6033,9050,3870,6058,9743
1784,Courtepin,3472,5450,8175,3839,6010,9667
1784,Wallenried,3476,5456,8184,4261,6671,10729
1785,Cressier FR,4182,6564,9846,3943,6173,9930
1786,Sugiez,4722,7411,11117,4620,7233,11634
1787,Môtier (Vully),4965,7793,11690,5739,8984,14450
1787,Mur (Vully) FR,4425,6946,10418,4795,7506,12074
1787,Mur (Vully) VD,3477,6875,14225,3168,6343,15660
1788,Praz (Vully),4720,7408,11113,4796,7507,12075
1789,Lugnorre,4983,7822,11733,5529,8655,13921
1791,Courtaman,3458,5427,8141,3937,6164,9914
1792,Cordast,3838,6024,9037,3882,6077,9775
1792,Guschelmuth,3800,5964,8946,4074,6377,10257
1793,Jeuss,4268,6699,10048,3858,6039,9714
1794,Salvenach,3949,6199,9299,4040,6325,10173
1795,Courlevon,4633,7272,10908,4330,6778,10902
1796,Courgevaux,4746,7449,11173,4232,6625,10657
1797,Münchenwiler,3167,6063,11222,3476,6356,12910
1800,Vevey,5699,11269,23315,5612,11237,27742
1801,Le Mont-Pèlerin,5192,10265,21239,5842,11698,28879
1802,Corseaux,5785,11439,23666,6335,12687,31320
1803,Chardonne,5612,11097,22959,5673,11360,28045
1804,Corsier-sur-Vevey,5072,10029,20749,4901,9815,24231
1805,Jongny,5545,10963,22683,5173,10359,25574
1806,St-Légier-La Chiésaz,5119,10121,20940,5057,10128,25003
1807,Blonay,4929,9746,20165,5024,10061,24838
1808,Les Monts-de-Corsier,4700,9294,19229,4744,9500,23453
1809,Fenil-sur-Corsier,4437,8774,18153,4749,9509,23476
1814,La Tour-de-Peilz,5614,11100,22966,5785,11584,28598
1815,Clarens,5196,10275,21258,6173,12362,30518
1816,Chailly-Montreux,4890,9669,20005,5391,10795,26650
1817,Brent,4969,9825,20328,5292,10597,26162
1820,Montreux,6011,11885,24590,4622,9255,22849
1820,Territet,5666,11203,23180,5464,10941,27010
1820,Veytaux,5863,11593,23985,4939,9891,24418
1822,Chernex,5409,10696,22129,5312,10637,26261
1823,Glion,5838,11544,23885,4921,9854,24326
1824,Caux,6336,12528,25919,4670,9352,23088
1832,Chamby,5714,11298,23376,4936,9885,24404
1832,Villard-sur-Chamby,5833,11533,23861,4121,8252,20372
1833,Les Avants,5840,11548,23893,3739,7487,18483
1844,Villeneuve VD,4182,8268,17106,4303,8617,21274
1845,Noville,3791,7496,15509,3845,7700,19009
1846,Chessel,2910,5753,11903,3216,6440,15898
1847,Rennaz,3720,7355,15217,4251,8513,21017
1852,Roche VD,3649,7215,14927,3731,7471,18445
1853,Yvorne,3600,7118,14727,3360,6729,16612
1854,Leysin,3106,6141,12706,3436,6881,16987
1856,Corbeyrier,3490,6901,14278,3098,6204,15316
1860,Aigle,3419,6760,13985,3634,7277,17965
1862,Les Mosses,2732,5402,11176,2999,6005,14825
1862,La Comballaz,2822,5581,11546,2834,5674,14009
1863,Le Sépey,2525,4993,10330,2844,5696,14061
1864,Vers-l'Eglise,4055,8315,20074,3323,7710,19607
1865,Les Diablerets,4612,9118,18866,4240,8491,20963
1866,La Forclaz VD,3665,7247,14994,2741,5488,13548
1867,Ollon VD,3538,6995,14472,3776,7562,18668
1867,St-Triphon,3112,6153,12730,3015,6037,14903
1867,Panex,3082,6094,12608,4395,8800,21726
1868,Collombey,3075,6219,16007,3196,6322,14136
1869,Massongex,2862,5789,14902,3078,6088,13613
1870,Monthey,3006,6079,15647,3367,6660,14891
1871,Choëx,3044,6157,15850,3416,6756,15106
1871,Les Giettes,3183,6437,16569,3359,6643,14854
1872,Troistorrents,2898,5861,15087,3198,6325,14142
1873,Val-d'Illiez,4055,8315,20074,3323,7710,19607
1873,Champoussin,3188,6448,16597,3633,7185,16066
